url,title,paragraph,tokens
https://en.wikipedia.org/wiki/Alaskan_Husky,Alaskan husky - Wikipedia,"The Alaskan husky is a breed of medium-sized working sled dog, developed specifically for its performance as such.[1][2][3] ","['the', 'alaskan', 'husky', 'is', 'a', 'breed', 'of', 'mediumsized', 'working', 'sled', 'dog', 'developed', 'specifically', 'for', 'its', 'performance', 'as', 'such']"
https://en.wikipedia.org/wiki/Alaskan_Klee_Kai,Alaskan Klee Kai - Wikipedia,12–16 years[1],['years']
https://en.wikipedia.org/wiki/Alaskan_Malamute,Alaskan Malamute - Wikipedia,"The Alaskan Malamute (/ˈmæləˌmjuːt/) is a large breed of dog that was originally bred for its strength and endurance to haul heavy freight as a sled dog and hound.[2] It is similar to other arctic breeds such as the husky, the spitz, the Greenland Dog, Canadian Eskimo Dog, the Siberian Husky, and the Samoyed.","['the', 'alaskan', 'malamute', 'maelmjut', 'is', 'a', 'large', 'breed', 'of', 'dog', 'that', 'was', 'originally', 'bred', 'for', 'its', 'strength', 'and', 'endurance', 'to', 'haul', 'heavy', 'freight', 'as', 'a', 'sled', 'dog', 'and', 'hound', 'it', 'is', 'similar', 'to', 'other', 'arctic', 'breeds', 'such', 'as', 'the', 'husky', 'the', 'spitz', 'the', 'greenland', 'dog', 'canadian', 'eskimo', 'dog', 'the', 'siberian', 'husky', 'and', 'the', 'samoyed']"
https://en.wikipedia.org/wiki/Alopekis,Alopekis - Wikipedia,"The Alopekis (Greek: Αλωπεκίς) is a small, foxlike dog from Greece with pricked ears, a sickle-shaped tail, and a smooth short coat.[1]","['the', 'alopekis', 'greek', 'alopekis', 'is', 'a', 'small', 'foxlike', 'dog', 'from', 'greece', 'with', 'pricked', 'ears', 'a', 'sickleshaped', 'tail', 'and', 'a', 'smooth', 'short', 'coat']"
https://en.wikipedia.org/wiki/Alpine_Dachsbracke,Alpine Dachsbracke - Wikipedia,"The Alpine Dachsbracke (German: Alpenländische Dachsbracke) is a small breed of dog of the scent hound type originating in Austria. The Alpine Dachsbracke was bred to track wounded deer as well as boar, hare, and fox. It is highly efficient at following a trail even after it has gone cold. The Alpine Dachsbracke is very sturdy, and Austria is said to be the country of origin.","['the', 'alpine', 'dachsbracke', 'german', 'alpenlandische', 'dachsbracke', 'is', 'a', 'small', 'breed', 'of', 'dog', 'of', 'the', 'scent', 'hound', 'type', 'originating', 'in', 'austria', 'the', 'alpine', 'dachsbracke', 'was', 'bred', 'to', 'track', 'wounded', 'deer', 'as', 'well', 'as', 'boar', 'hare', 'and', 'fox', 'it', 'is', 'highly', 'efficient', 'at', 'following', 'a', 'trail', 'even', 'after', 'it', 'has', 'gone', 'cold', 'the', 'alpine', 'dachsbracke', 'is', 'very', 'sturdy', 'and', 'austria', 'is', 'said', 'to', 'be', 'the', 'country', 'of', 'origin']"
https://en.wikipedia.org/wiki/American_Bulldog,American Bulldog - Wikipedia,"The American Bulldog is a large, muscular breed of mastiff-type that was used as stock dogs, catch dogs, and guardians on farms and ranches.[2] The breed is descended from the Old English Bulldog, which is thought to have arrived in America as early as the 17th century, brought over by working-class immigrants from England.[3][4] During WWI and WWII, the breed was on the verge of extinction, with the only surviving dogs being kept primarily on farms in the southeast. John D. Johnson and Alan Scott are widely regarded as the forefathers of rescuing the breed from extinction.[2] On January 1, 1999, the United Kennel Club first recognized the American Bulldog.[4] In November 2019, the American Bulldog was added to the American Kennel Club (AKC) Foundation Stock Service (FSS).[5]","['the', 'american', 'bulldog', 'is', 'a', 'large', 'muscular', 'breed', 'of', 'mastifftype', 'that', 'was', 'used', 'as', 'stock', 'dogs', 'catch', 'dogs', 'and', 'guardians', 'on', 'farms', 'and', 'ranches', 'the', 'breed', 'is', 'descended', 'from', 'the', 'old', 'english', 'bulldog', 'which', 'is', 'thought', 'to', 'have', 'arrived', 'in', 'america', 'as', 'early', 'as', 'the', 'th', 'century', 'brought', 'over', 'by', 'workingclass', 'immigrants', 'from', 'england', 'during', 'wwi', 'and', 'wwii', 'the', 'breed', 'was', 'on', 'the', 'verge', 'of', 'extinction', 'with', 'the', 'only', 'surviving', 'dogs', 'being', 'kept', 'primarily', 'on', 'farms', 'in', 'the', 'southeast', 'john', 'd', 'johnson', 'and', 'alan', 'scott', 'are', 'widely', 'regarded', 'as', 'the', 'forefathers', 'of', 'rescuing', 'the', 'breed', 'from', 'extinction', 'on', 'january', 'the', 'united', 'kennel', 'club', 'first', 'recognized', 'the', 'american', 'bulldog', 'in', 'november', 'the', 'american', 'bulldog', 'was', 'added', 'to', 'the', 'american', 'kennel', 'club', 'akc', 'foundation', 'stock', 'service', 'fss']"
https://en.wikipedia.org/wiki/American_Bully,American Bully - Wikipedia,"The American Bully is a modern breed of dog that was developed as a companion dog, and originally standardized and recognized as a breed in 2004 by the American Bully Kennel Club (ABKC). Their published breed standard describes the dog as giving the ""impression of great strength for its size"". In 2008, the American Bully was recognized by the European Bully Kennel Club (EBKC), and on July 15, 2013, by the United Kennel Club (UKC).[1]  Neither The Kennel Club nor American Kennel Club (AKC) have recognized or accepted the American Bully into their registry as a purebred dog. The founding registry (ABKC) divided the American Bully into four categories, including the Pocket, Standard, Classic, and XL, whereas other registries, including the UKC, have approved one consistent size standard.","['the', 'american', 'bully', 'is', 'a', 'modern', 'breed', 'of', 'dog', 'that', 'was', 'developed', 'as', 'a', 'companion', 'dog', 'and', 'originally', 'standardized', 'and', 'recognized', 'as', 'a', 'breed', 'in', 'by', 'the', 'american', 'bully', 'kennel', 'club', 'abkc', 'their', 'published', 'breed', 'standard', 'describes', 'the', 'dog', 'as', 'giving', 'the', 'impression', 'of', 'great', 'strength', 'for', 'its', 'size', 'in', 'the', 'american', 'bully', 'was', 'recognized', 'by', 'the', 'european', 'bully', 'kennel', 'club', 'ebkc', 'and', 'on', 'july', 'by', 'the', 'united', 'kennel', 'club', 'ukc', 'neither', 'the', 'kennel', 'club', 'nor', 'american', 'kennel', 'club', 'akc', 'have', 'recognized', 'or', 'accepted', 'the', 'american', 'bully', 'into', 'their', 'registry', 'as', 'a', 'purebred', 'dog', 'the', 'founding', 'registry', 'abkc', 'divided', 'the', 'american', 'bully', 'into', 'four', 'categories', 'including', 'the', 'pocket', 'standard', 'classic', 'and', 'xl', 'whereas', 'other', 'registries', 'including', 'the', 'ukc', 'have', 'approved', 'one', 'consistent', 'size', 'standard']"
https://en.wikipedia.org/wiki/American_Cocker_Spaniel,American Cocker Spaniel - Wikipedia,"The American Cocker Spaniel is a breed of sporting dog. It is a spaniel type dog that is closely related to the English Cocker Spaniel; the two breeds diverged during the 20th century due to differing breed standards in the US and the UK. In the United States, the breed is usually called a Cocker Spaniel, while elsewhere in the world, it is called an American Cocker Spaniel to distinguish it from its older English cousin. The word cocker is commonly held to stem from their use to hunt woodcock in England, while spaniel is thought to be derived from the breed's origins in Spain.","['the', 'american', 'cocker', 'spaniel', 'is', 'a', 'breed', 'of', 'sporting', 'dog', 'it', 'is', 'a', 'spaniel', 'type', 'dog', 'that', 'is', 'closely', 'related', 'to', 'the', 'english', 'cocker', 'spaniel', 'the', 'two', 'breeds', 'diverged', 'during', 'the', 'th', 'century', 'due', 'to', 'differing', 'breed', 'standards', 'in', 'the', 'us', 'and', 'the', 'uk', 'in', 'the', 'united', 'states', 'the', 'breed', 'is', 'usually', 'called', 'a', 'cocker', 'spaniel', 'while', 'elsewhere', 'in', 'the', 'world', 'it', 'is', 'called', 'an', 'american', 'cocker', 'spaniel', 'to', 'distinguish', 'it', 'from', 'its', 'older', 'english', 'cousin', 'the', 'word', 'cocker', 'is', 'commonly', 'held', 'to', 'stem', 'from', 'their', 'use', 'to', 'hunt', 'woodcock', 'in', 'england', 'while', 'spaniel', 'is', 'thought', 'to', 'be', 'derived', 'from', 'the', 'breeds', 'origins', 'in', 'spain']"
https://en.wikipedia.org/wiki/American_English_Coonhound,American English Coonhound - Wikipedia,"The English Coonhound, also referred to as the American English Coonhound (by the American Kennel Club only) or the Redtick Coonhound,[1] is a breed of coonhound that originated in and is typically bred in the Southern United States. It is descended from hunting hounds, especially foxhounds, brought to America by settlers during the 17th and 18th centuries.[2] The breed's first recognition came from the United Kennel Club in 1905 as the English Fox and Coonhound.[3] Further recognition has been granted in recent years by the American Kennel Club, first in the Foundation Stock Service and in 2011 as a fully recognized member of the hound group.","['the', 'english', 'coonhound', 'also', 'referred', 'to', 'as', 'the', 'american', 'english', 'coonhound', 'by', 'the', 'american', 'kennel', 'club', 'only', 'or', 'the', 'redtick', 'coonhound', 'is', 'a', 'breed', 'of', 'coonhound', 'that', 'originated', 'in', 'and', 'is', 'typically', 'bred', 'in', 'the', 'southern', 'united', 'states', 'it', 'is', 'descended', 'from', 'hunting', 'hounds', 'especially', 'foxhounds', 'brought', 'to', 'america', 'by', 'settlers', 'during', 'the', 'th', 'and', 'th', 'centuries', 'the', 'breeds', 'first', 'recognition', 'came', 'from', 'the', 'united', 'kennel', 'club', 'in', 'as', 'the', 'english', 'fox', 'and', 'coonhound', 'further', 'recognition', 'has', 'been', 'granted', 'in', 'recent', 'years', 'by', 'the', 'american', 'kennel', 'club', 'first', 'in', 'the', 'foundation', 'stock', 'service', 'and', 'in', 'as', 'a', 'fully', 'recognized', 'member', 'of', 'the', 'hound', 'group']"
https://en.wikipedia.org/wiki/American_Eskimo_Dog,American Eskimo Dog - Wikipedia,"The American Eskimo Dog is a breed of companion dog, originating in Germany. The American Eskimo Dog is a member of the Spitz family. It is considered an ancient dog breed due to its recent admixture with wolves. The breed's progenitors were German Spitz, but due to anti-German sentiment during the First World War, it was renamed ""American Eskimo Dog."" Although modern American Eskimo Dogs have been exported as German Spitz Gross (or Mittel, depending on the dog's height), the breeds have diverged and the standards are significantly different. In addition to serving as a watchdog and companion, the American Eskimo Dog also achieved a high degree of popularity in the United States in the 1930s and 1940s as a circus performer.","['the', 'american', 'eskimo', 'dog', 'is', 'a', 'breed', 'of', 'companion', 'dog', 'originating', 'in', 'germany', 'the', 'american', 'eskimo', 'dog', 'is', 'a', 'member', 'of', 'the', 'spitz', 'family', 'it', 'is', 'considered', 'an', 'ancient', 'dog', 'breed', 'due', 'to', 'its', 'recent', 'admixture', 'with', 'wolves', 'the', 'breeds', 'progenitors', 'were', 'german', 'spitz', 'but', 'due', 'to', 'antigerman', 'sentiment', 'during', 'the', 'first', 'world', 'war', 'it', 'was', 'renamed', 'american', 'eskimo', 'dog', 'although', 'modern', 'american', 'eskimo', 'dogs', 'have', 'been', 'exported', 'as', 'german', 'spitz', 'gross', 'or', 'mittel', 'depending', 'on', 'the', 'dogs', 'height', 'the', 'breeds', 'have', 'diverged', 'and', 'the', 'standards', 'are', 'significantly', 'different', 'in', 'addition', 'to', 'serving', 'as', 'a', 'watchdog', 'and', 'companion', 'the', 'american', 'eskimo', 'dog', 'also', 'achieved', 'a', 'high', 'degree', 'of', 'popularity', 'in', 'the', 'united', 'states', 'in', 'the', 's', 'and', 's', 'as', 'a', 'circus', 'performer']"
https://en.wikipedia.org/wiki/American_Foxhound,American Foxhound - Wikipedia,"The American Foxhound is a breed of dog, closely related to the English Foxhound. They are scent hounds, bred to hunt foxes by scent. United States Founding Father George Washington contributed to the breed's development.","['the', 'american', 'foxhound', 'is', 'a', 'breed', 'of', 'dog', 'closely', 'related', 'to', 'the', 'english', 'foxhound', 'they', 'are', 'scent', 'hounds', 'bred', 'to', 'hunt', 'foxes', 'by', 'scent', 'united', 'states', 'founding', 'father', 'george', 'washington', 'contributed', 'to', 'the', 'breeds', 'development']"
https://en.wikipedia.org/wiki/American_Hairless_Terrier,American Hairless Terrier - Wikipedia,The American Hairless Terrier is a breed of companion dog from the United States that was developed from naturally hairless Rat Terriers.,"['the', 'american', 'hairless', 'terrier', 'is', 'a', 'breed', 'of', 'companion', 'dog', 'from', 'the', 'united', 'states', 'that', 'was', 'developed', 'from', 'naturally', 'hairless', 'rat', 'terriers']"
https://en.wikipedia.org/wiki/American_Leopard_Hound,American Leopard Hound - Wikipedia,The American Leopard Hound is an American breed of hunting dog. It is recognized by the  United Kennel Club (UKC) as a scenthound and is in the American Kennel Club's Foundation Stock Service.[1][2],"['the', 'american', 'leopard', 'hound', 'is', 'an', 'american', 'breed', 'of', 'hunting', 'dog', 'it', 'is', 'recognized', 'by', 'the', 'united', 'kennel', 'club', 'ukc', 'as', 'a', 'scenthound', 'and', 'is', 'in', 'the', 'american', 'kennel', 'clubs', 'foundation', 'stock', 'service']"
https://en.wikipedia.org/wiki/American_Pit_Bull_Terrier,American Pit Bull Terrier - Wikipedia,"The American Pit Bull Terrier (APBT) is a dog breed recognized by the United Kennel Club (UKC)[1] and the American Dog Breeders Association (ADBA),[2] but not the American Kennel Club (AKC).[3] It is a medium-sized, short-haired dog, of a solid build, whose early ancestors came from the British Isles. When compared with the English Staffordshire Bull Terrier, the American Pit Bull Terrier is larger by margins of 6–8 inches (15–20 cm) in height and 25–35 pounds (11–16 kg) in weight. The American Pit Bull Terrier varies in size: males are normally about 18–21 inches (45–53 cm) in height and around 35–60 pounds (15–27 kg) in weight, while females are normally around 17–20 inches (43–50 cm) in height and 30–50 pounds (13–22 kg) in weight.[1]","['the', 'american', 'pit', 'bull', 'terrier', 'apbt', 'is', 'a', 'dog', 'breed', 'recognized', 'by', 'the', 'united', 'kennel', 'club', 'ukc', 'and', 'the', 'american', 'dog', 'breeders', 'association', 'adba', 'but', 'not', 'the', 'american', 'kennel', 'club', 'akc', 'it', 'is', 'a', 'mediumsized', 'shorthaired', 'dog', 'of', 'a', 'solid', 'build', 'whose', 'early', 'ancestors', 'came', 'from', 'the', 'british', 'isles', 'when', 'compared', 'with', 'the', 'english', 'staffordshire', 'bull', 'terrier', 'the', 'american', 'pit', 'bull', 'terrier', 'is', 'larger', 'by', 'margins', 'of', 'inches', 'cm', 'in', 'height', 'and', 'pounds', 'kg', 'in', 'weight', 'the', 'american', 'pit', 'bull', 'terrier', 'varies', 'in', 'size', 'males', 'are', 'normally', 'about', 'inches', 'cm', 'in', 'height', 'and', 'around', 'pounds', 'kg', 'in', 'weight', 'while', 'females', 'are', 'normally', 'around', 'inches', 'cm', 'in', 'height', 'and', 'pounds', 'kg', 'in', 'weight']"
https://en.wikipedia.org/wiki/American_Staffordshire_Terrier,American Staffordshire Terrier - Wikipedia,"The American Staffordshire Terrier, also known as the AmStaff is a medium-sized, short-coated American dog breed[2][3][4][5] recognized by the American Kennel Club, but not the United Kennel Club, which instead allows American Staffordshire Terriers to be registered under the American Pit Bull Terrier breed.[6] ","['the', 'american', 'staffordshire', 'terrier', 'also', 'known', 'as', 'the', 'amstaff', 'is', 'a', 'mediumsized', 'shortcoated', 'american', 'dog', 'breed', 'recognized', 'by', 'the', 'american', 'kennel', 'club', 'but', 'not', 'the', 'united', 'kennel', 'club', 'which', 'instead', 'allows', 'american', 'staffordshire', 'terriers', 'to', 'be', 'registered', 'under', 'the', 'american', 'pit', 'bull', 'terrier', 'breed']"
https://en.wikipedia.org/wiki/American_Water_Spaniel,American Water Spaniel - Wikipedia,"The American Water Spaniel (often abbreviated to AWS) is a breed of spaniel which originated in the United States. It was developed in the state of Wisconsin during the 19th century from a number of other breeds, including the Irish and English Water Spaniels. The breed was saved by Dr. Fred J. Pfeifer, who set up the breed club and standard, and whose work led to recognition for the breed by the United Kennel Club, and later, the American Kennel Club. While they are the state dog of Wisconsin, they remain a rare breed.","['the', 'american', 'water', 'spaniel', 'often', 'abbreviated', 'to', 'aws', 'is', 'a', 'breed', 'of', 'spaniel', 'which', 'originated', 'in', 'the', 'united', 'states', 'it', 'was', 'developed', 'in', 'the', 'state', 'of', 'wisconsin', 'during', 'the', 'th', 'century', 'from', 'a', 'number', 'of', 'other', 'breeds', 'including', 'the', 'irish', 'and', 'english', 'water', 'spaniels', 'the', 'breed', 'was', 'saved', 'by', 'dr', 'fred', 'j', 'pfeifer', 'who', 'set', 'up', 'the', 'breed', 'club', 'and', 'standard', 'and', 'whose', 'work', 'led', 'to', 'recognition', 'for', 'the', 'breed', 'by', 'the', 'united', 'kennel', 'club', 'and', 'later', 'the', 'american', 'kennel', 'club', 'while', 'they', 'are', 'the', 'state', 'dog', 'of', 'wisconsin', 'they', 'remain', 'a', 'rare', 'breed']"
https://en.wikipedia.org/wiki/Anglo-Fran%C3%A7ais_de_Petite_V%C3%A9nerie,Anglo-Français de Petite Vénerie - Wikipedia,"The Anglo-Français de Petite Vénerie is a medium-sized breed of dog used in hunting as a scenthound, usually in packs. It is one of the Anglo-French hound breeds which were created by crossing French scenthounds with English foxhounds. The name Petite Vénerie does not mean that dogs of the breed are petite or small, but rather that it is used to hunt small game.","['the', 'anglofrancais', 'de', 'petite', 'venerie', 'is', 'a', 'mediumsized', 'breed', 'of', 'dog', 'used', 'in', 'hunting', 'as', 'a', 'scenthound', 'usually', 'in', 'packs', 'it', 'is', 'one', 'of', 'the', 'anglofrench', 'hound', 'breeds', 'which', 'were', 'created', 'by', 'crossing', 'french', 'scenthounds', 'with', 'english', 'foxhounds', 'the', 'name', 'petite', 'venerie', 'does', 'not', 'mean', 'that', 'dogs', 'of', 'the', 'breed', 'are', 'petite', 'or', 'small', 'but', 'rather', 'that', 'it', 'is', 'used', 'to', 'hunt', 'small', 'game']"
